0	Sak	0	_	0	P	0
1	Fon	0	_	0	P	0
2	Zod	35	p	0	P	2201
3	Fon	35	p	0	P	2201
4	Fon	8	A	1	a	4542
5	Fon	75	W	2	u	6085
6	Fon	77	l'	3	l	7845
7	Fon	5	u	5	u	8894
8	Fon	58	z'	6	s	10215
9	Zod	46	g'	8	G	11541
10	Fon	46	g'	8	G	11541
11	Fon	81	r'	9	r	12643
12	Fon	1	i	10	i	13595
13	Fon	89	n'	11	n	14725
14	Fon	44	k'	12	k	15665
15	Fon	22	eA	13	e	17111
16	Fon	73	v'	14	v	20483
17	Fon	1	i	15	i	21438
18	Fon	52	tS'	16	è	22610
19	Fon	5	u	18	u	24777
20	Fon	55	s	19	s	26470
21	Zod	0	_	20	 	29290
22	Fon	0	_	20	 	29290
23	Zod	0	_	0	P	31484
24	Sak	0	_	20	 	31484
