0	Sak	0	_	0	P	0
1	Fon	0	_	0	P	0
2	Zod	35	p	0	P	2195
3	Fon	35	p	0	P	2195
4	Fon	8	A	1	a	4586
5	Fon	75	W	2	u	6468
6	Fon	77	l'	3	l	8335
7	Fon	5	u	5	u	9497
8	Fon	58	z'	6	s	10884
9	Zod	46	g'	8	G	12068
10	Fon	46	g'	8	G	12068
11	Fon	81	r'	9	r	13150
12	Fon	1	i	10	i	13994
13	Fon	89	n'	11	n	15363
14	Fon	44	k'	12	k	16587
15	Fon	22	eA	13	e	18171
16	Fon	73	v'	14	v	21954
17	Fon	1	i	15	i	22940
18	Fon	52	tS'	16	è	24240
19	Fon	5	u	18	u	26427
20	Fon	55	s	19	s	28375
21	Zod	0	_	20	 	31864
22	Fon	0	_	20	 	31864
23	Zod	0	_	0	P	34067
24	Sak	0	_	20	 	34067
