0	Sak	0	_	0	I	0
1	Fon	0	_	0	I	0
2	Zod	1	i	0	I	2197
3	Fon	1	i	0	I	2197
4	Fon	40	t'	0	I	3500
5	Fon	19	eE	0	I	5269
6	Zod	56	s'	3	s	8311
7	Fon	56	s'	3	s	8311
8	Fon	36	p'	4	p	10402
9	Fon	2	e	5	e	12003
10	Fon	48	ts'	6	c	13701
11	Fon	1	i	7	i	16255
12	Fon	3	a	8	a	17620
13	Fon	77	l'	9	l	19226
14	Fon	6	I	10	i	20402
15	Fon	55	s	11	s	22179
16	Fon	39	t	12	t	24048
17	Fon	3	a	13	a	25628
18	Fon	70	j	14	i	27266
19	Zod	77	l'	16	L	28544
20	Fon	77	l'	16	L	28544
21	Fon	14	ie	17	i	29700
22	Fon	39	t	19	t	32145
23	Fon	5	u	20	u	33958
24	Fon	72	v	21	v	35382
25	Fon	26	oo	22	o	36443
26	Fon	69	j'	23	j	38516
27	Fon	7	E	24	e	39840
28	Zod	1	i	26	i	41998
29	Fon	1	i	26	i	41998
30	Fon	80	r	27	r	43346
31	Zod	39	t	29	t	44248
32	Fon	39	t	29	t	44248
33	Fon	26	oo	30	o	45830
34	Fon	77	l'	31	l	47923
35	Fon	7	E	33	a	49070
36	Fon	75	W	34	u	51227
37	Zod	46	g'	36	g	53068
38	Fon	46	g'	36	g	53068
39	Fon	11	ii	37	y	54233
40	Fon	73	v'	38	v	56009
41	Fon	7	E	39	e	57034
42	Fon	90	N	40	n	59209
43	Fon	55	s	41	s	60950
44	Zod	43	k	43	k	62810
45	Fon	43	k	43	k	62810
46	Fon	8	A	44	a	64353
47	Fon	71	J	45	i	66198
48	Fon	35	p	46	p	67919
49	Zod	43	k	48	k	69624
50	Fon	43	k	48	k	69624
51	Fon	3	a	49	a	71163
52	Fon	80	r	50	r	72820
53	Fon	25	aA	51	a	73456
54	Fon	77	l'	52	l	77324
55	Fon	2	e	54	a	78539
56	Fon	70	j	55	i	80875
57	Zod	0	_	58	 	81957
58	Fon	0	_	58	 	81957
59	Zod	0	_	0	I	84150
60	Sak	0	_	58	 	84150
61	Fon	0	_	59	j	84150
62	Zod	69	j'	59	j	86353
63	Fon	69	j'	59	j	86353
64	Fon	34	uU	60	ø	87612
65	Zod	81	r'	62	r	90151
66	Fon	81	r'	62	r	90151
67	Fon	7	E	63	e	90729
68	Fon	71	J	64	i	92922
69	Fon	44	k'	65	k	94620
70	Fon	56	s'	66	s	96199
71	Zod	36	p'	68	5	98277
72	Fon	36	p'	68	5	98277
73	Fon	2	e	68	5	99882
74	Fon	89	n'	68	5	101646
75	Fon	44	k'	68	5	102811
76	Fon	6	I	68	5	104396
77	Zod	43	k	70	k	106227
78	Fon	43	k	70	k	106227
79	Fon	3	a	71	a	108024
80	Fon	80	r	72	r	109675
81	Fon	39	t	73	t	110677
82	Fon	10	U	74	u	112251
83	Fon	57	z	75	s	114094
84	Zod	41	d	77	d	115325
85	Fon	41	d	77	d	115325
86	Fon	3	a	78	a	116247
87	Fon	74	w	79	u	117906
88	Fon	46	g'	80	g	119378
89	Fon	7	E	82	a	120557
90	Fon	75	W	83	u	124228
91	Zod	0	_	84	,	128803
92	Fon	0	_	84	,	128803
93	Zod	0	_	0	I	131007
94	Sak	0	_	84	,	131007
95	Fon	0	_	86	n	131007
96	Zod	89	n'	86	n	133200
97	Fon	89	n'	86	n	133200
98	Fon	2	e	87	e	134648
99	Fon	70	j	88	i	136430
100	Zod	45	g	90	g	137714
101	Fon	45	g	90	g	137714
102	Fon	25	aA	91	a	138724
103	Fon	77	l'	92	l	142578
104	Fon	1	i	93	i	143786
105	Zod	35	p	95	p	145128
106	Fon	35	p	95	p	145128
107	Fon	3	a	96	a	147016
108	Fon	56	s'	97	s	148674
109	Fon	33	Uu	99	û	151057
110	Fon	77	l'	100	l	153685
111	Fon	11	ii	101	y	154888
112	Fon	40	t'	102	t	156661
113	Fon	1	i	103	i	158445
114	Zod	3	a	105	a	159772
115	Fon	3	a	105	a	159772
116	Fon	74	w	106	u	161439
117	Fon	43	k	107	k	162945
118	Fon	59	S	108	ð	164480
119	Fon	39	t	109	t	166552
120	Fon	26	oo	110	o	168137
121	Fon	56	s'	111	s	170245
122	Fon	26	oo	113	o	172641
123	Fon	55	s	114	s	174722
124	Zod	84	m	116	m	176594
125	Fon	84	m	116	m	176594
126	Fon	26	oo	117	o	178052
127	Fon	44	k'	118	k	180167
128	Fon	13	iI	119	y	182148
129	Fon	43	k	120	k	184802
130	Fon	76	l	121	l	186441
131	Fon	26	oo	122	o	187680
132	Fon	55	s	123	s	190418
133	Zod	0	_	124	.	193891
134	Fon	0	_	124	.	193891
135	Zod	0	_	0	I	196084
136	Sak	0	_	124	.	196084
