0	Sak	0	_	0	I	0
1	Fon	0	_	0	I	0
2	Zod	1	i	0	I	2182
3	Fon	1	i	0	I	2182
4	Fon	40	t'	0	I	3428
5	Fon	19	eE	0	I	4893
6	Zod	56	s'	3	s	7693
7	Fon	56	s'	3	s	7693
8	Fon	36	p'	4	p	9490
9	Fon	2	e	5	e	11006
10	Fon	48	ts'	6	c	12668
11	Fon	1	i	7	i	14964
12	Fon	3	a	8	a	16132
13	Fon	77	l'	9	l	17531
14	Fon	6	I	10	i	18629
15	Fon	55	s	11	s	20159
16	Fon	39	t	12	t	21954
17	Fon	3	a	13	a	23341
18	Fon	70	j	14	i	24800
19	Zod	77	l'	16	L	26130
20	Fon	77	l'	16	L	26130
21	Fon	14	ie	17	i	27209
22	Fon	39	t	19	t	29290
23	Fon	5	u	20	u	30865
24	Fon	72	v	21	v	32207
25	Fon	26	oo	22	o	33115
26	Fon	69	j'	23	j	34900
27	Fon	7	E	24	e	36312
28	Zod	1	i	26	i	38164
29	Fon	1	i	26	i	38164
30	Fon	80	r	27	r	39367
31	Zod	39	t	29	t	40356
32	Fon	39	t	29	t	40356
33	Fon	26	oo	30	o	41742
34	Fon	77	l'	31	l	43547
35	Fon	7	E	33	a	44667
36	Fon	75	W	34	u	46485
37	Zod	46	g'	36	g	48339
38	Fon	46	g'	36	g	48339
39	Fon	11	ii	37	y	49297
40	Fon	73	v'	38	v	50682
41	Fon	7	E	39	e	51754
42	Fon	90	N	40	n	53566
43	Fon	55	s	41	s	54854
44	Zod	43	k	43	k	56641
45	Fon	43	k	43	k	56641
46	Fon	8	A	44	a	58106
47	Fon	71	J	45	i	59788
48	Fon	35	p	46	p	61340
49	Zod	43	k	48	k	62896
50	Fon	43	k	48	k	62896
51	Fon	3	a	49	a	64359
52	Fon	80	r	50	r	65717
53	Fon	25	aA	51	a	66505
54	Fon	77	l'	52	l	69768
55	Fon	2	e	54	a	70723
56	Fon	70	j	55	i	72487
57	Zod	0	_	58	 	73731
58	Fon	0	_	58	 	73731
59	Zod	0	_	0	I	75925
60	Sak	0	_	58	 	75925
61	Fon	0	_	59	j	75925
62	Zod	69	j'	59	j	78111
63	Fon	69	j'	59	j	78111
64	Fon	34	uU	60	ø	79533
65	Zod	81	r'	62	r	81853
66	Fon	81	r'	62	r	81853
67	Fon	7	E	63	e	82527
68	Fon	71	J	64	i	84308
69	Fon	44	k'	65	k	85923
70	Fon	56	s'	66	s	87368
71	Zod	36	p'	68	5	89166
72	Fon	36	p'	68	5	89166
73	Fon	2	e	68	5	90672
74	Fon	89	n'	68	5	92200
75	Fon	44	k'	68	5	93282
76	Fon	6	I	68	5	94727
77	Zod	43	k	70	k	96294
78	Fon	43	k	70	k	96294
79	Fon	3	a	71	a	97914
80	Fon	80	r	72	r	99451
81	Fon	39	t	73	t	100475
82	Fon	10	U	74	u	101857
83	Fon	57	z	75	s	103486
84	Zod	41	d	77	d	104809
85	Fon	41	d	77	d	104809
86	Fon	3	a	78	a	105869
87	Fon	74	w	79	u	107324
88	Fon	46	g'	80	g	108812
89	Fon	7	E	82	a	109847
90	Fon	75	W	83	u	112232
91	Zod	0	_	84	,	115677
92	Fon	0	_	84	,	115677
93	Zod	0	_	0	I	117877
94	Sak	0	_	84	,	117877
95	Fon	0	_	86	n	117877
96	Zod	89	n'	86	n	120070
97	Fon	89	n'	86	n	120070
98	Fon	2	e	87	e	121501
99	Fon	70	j	88	i	123047
100	Zod	45	g	90	g	124338
101	Fon	45	g	90	g	124338
102	Fon	25	aA	91	a	125328
103	Fon	77	l'	92	l	128557
104	Fon	1	i	93	i	129687
105	Zod	35	p	95	p	130843
106	Fon	35	p	95	p	130843
107	Fon	3	a	96	a	132518
108	Fon	56	s'	97	s	133932
109	Fon	33	Uu	99	û	135931
110	Fon	77	l'	100	l	138199
111	Fon	11	ii	101	y	139240
112	Fon	40	t'	102	t	140704
113	Fon	1	i	103	i	142172
114	Zod	3	a	105	a	143486
115	Fon	3	a	105	a	143486
116	Fon	74	w	106	u	144848
117	Fon	43	k	107	k	146405
118	Fon	59	S	108	ð	147869
119	Fon	39	t	109	t	149606
120	Fon	26	oo	110	o	150986
121	Fon	56	s'	111	s	152706
122	Fon	26	oo	113	o	154709
123	Fon	55	s	114	s	156413
124	Zod	84	m	116	m	158216
125	Fon	84	m	116	m	158216
126	Fon	26	oo	117	o	159455
127	Fon	44	k'	118	k	161216
128	Fon	13	iI	119	y	162933
129	Fon	43	k	120	k	165295
130	Fon	76	l	121	l	166863
131	Fon	26	oo	122	o	167350
132	Fon	55	s	123	s	169358
133	Zod	0	_	124	.	172166
134	Fon	0	_	124	.	172166
135	Zod	0	_	0	I	174353
136	Sak	0	_	124	.	174353
