0	Sak	0	_	0	1	0
1	Fon	0	_	0	1	0
2	Zod	36	p'	0	1	2203
3	Fon	36	p'	0	1	2203
4	Fon	2	e	0	1	4804
5	Fon	89	n'	0	1	6564
6	Fon	44	k'	0	1	7737
7	Fon	27	Oo	0	1	9322
8	Fon	77	l'	0	1	12840
9	Fon	1	i	0	1	13984
10	Fon	43	k	0	1	15367
11	Fon	3	a	0	1	17170
12	Zod	85	m'	2	m	18814
13	Fon	85	m'	2	m	18814
14	Fon	1	i	3	i	20192
15	Fon	88	n	4	n	21562
16	Zod	39	t	5	.	22834
17	Fon	39	t	5	.	22834
18	Fon	25	aA	5	.	24421
19	Fon	59	S	5	.	28246
20	Fon	43	k	5	.	30306
21	Fon	3	a	5	.	31848
22	Fon	56	s'	5	.	33470
23	Zod	2	e	6	l	35857
24	Fon	2	e	6	l	35857
25	Fon	77	l'	7	t	37580
26	Fon	40	t'	7	t	38748
27	Fon	19	eE	7	t	40518
28	Zod	0	_	7	t	45997
29	Fon	0	_	7	t	45997
30	Zod	0	_	0	1	48198
31	Sak	0	_	7	t	48198
