0	Sak	0	_	0	1	0
1	Fon	0	_	0	1	0
2	Zod	36	p'	0	1	2193
3	Fon	36	p'	0	1	2193
4	Fon	2	e	0	1	4637
5	Fon	89	n'	0	1	6308
6	Fon	44	k'	0	1	7255
7	Fon	27	Oo	0	1	8704
8	Fon	77	l'	0	1	11536
9	Fon	1	i	0	1	12519
10	Fon	43	k	0	1	13746
11	Fon	3	a	0	1	15364
12	Zod	85	m'	2	m	16802
13	Fon	85	m'	2	m	16802
14	Fon	1	i	3	i	17950
15	Fon	88	n	4	n	19126
16	Zod	39	t	5	.	20255
17	Fon	39	t	5	.	20255
18	Fon	25	aA	5	.	21632
19	Fon	59	S	5	.	24873
20	Fon	43	k	5	.	26610
21	Fon	3	a	5	.	28076
22	Fon	56	s'	5	.	29495
23	Zod	2	e	6	l	31482
24	Fon	2	e	6	l	31482
25	Fon	77	l'	7	t	33082
26	Fon	40	t'	7	t	34197
27	Fon	19	eE	7	t	35668
28	Zod	0	_	7	t	39235
29	Fon	0	_	7	t	39235
30	Zod	0	_	0	1	41434
31	Sak	0	_	7	t	41434
